FlightLegUtcId,Airline,FlightNumber,LegDepartureDateUtc,DepartureAirport,ArrivalAirport,ActualZeroFuelWeight,EstimatedZeroFuelWeight,DryOperatingWeight,MacZFW,ModTime,AircraftType,AircraftRegistration,FlightCancelled,CostIndex,TakeOffFuel,TripFuel
2024-01-23|KL|0871||AMS,KL,871,23-1-2024,AMS,DEL,224310,224717,171711,"286,040,475",24-1-2024 06:27:00,77W,PHBVI,FALSE,20,74089,60180
2024-01-24|KL|0601||AMS,KL,601,24-1-2024,AMS,LAX,172056,178401,133365,"218,036,803",25-1-2024 06:29:00,781,PHBKH,FALSE,200,69018,63506
2024-01-24|KL|0661||AMS,KL,661,24-1-2024,AMS,IAH,164796,168897,127836,"2,453,005",25-1-2024 06:29:00,789,PHBHE,FALSE,220,69217,61343
2024-01-24|KL|0835||AMS,KL,835,24-1-2024,AMS,SIN,190772,191489,148355,"228,542,482",25-1-2024 06:29:00,772,PHBQI,FALSE,20,86876,79560
2024-01-24|KL|0855||AMS,KL,855,24-1-2024,AMS,ICN,197391,197295,148898,"294,066,914",25-1-2024 06:29:00,772,PHBQM,FALSE,200,85861,80185
2024-01-24|KL|0871||AMS,KL,871,24-1-2024,AMS,DEL,193212,193523,147961,"239,371,127",25-1-2024 06:29:00,772,PHBQO,FALSE,20,61459,49545
2024-01-24|KL|0879||AMS,KL,879,24-1-2024,AMS,BLR,184307,185148,147550,"271,650,917",25-1-2024 06:29:00,772,PHBQP,FALSE,20,61274,53986
2024-01-25|KL|0601||AMS,KL,601,25-1-2024,AMS,LAX,181256,181646,133380,"219,851,157",26-1-2024 06:29:00,781,PHBKI,FALSE,200,69976,64350
2024-01-25|KL|0605||AMS,KL,605,25-1-2024,AMS,SFO,168756,169583,132700,"153,435,701",26-1-2024 06:29:00,781,PHBKM,FALSE,10,64265,58513
2024-01-25|KL|0835||AMS,KL,835,25-1-2024,AMS,SIN,228488,227932,170173,"328,966,015",26-1-2024 06:29:00,77W,PHBVN,FALSE,20,104695,96505
2024-01-25|KL|0855||AMS,KL,855,25-1-2024,AMS,ICN,191695,191817,148593,"278,685,911",26-1-2024 06:29:00,772,PHBQG,FALSE,200,85633,80036
2024-01-25|KL|0871||AMS,KL,871,25-1-2024,AMS,DEL,178442,178621,132275,"253,466,461",26-1-2024 06:29:00,781,PHBKG,FALSE,10,52374,42155
2024-01-26|KL|0601||AMS,KL,601,26-1-2024,AMS,LAX,174987,174774,132759,"305,674,417",27-1-2024 06:28:00,781,PHBKC,FALSE,200,67287,61571
2024-01-26|KL|0605||AMS,KL,605,26-1-2024,AMS,SFO,171986,172263,132596,"311,474,807",27-1-2024 06:28:00,781,PHBKF,FALSE,200,69127,63172
2024-01-26|KL|0661||AMS,KL,661,26-1-2024,AMS,IAH,166060,166889,127972,"257,969,445",27-1-2024 06:28:00,789,PHBHD,FALSE,220,64472,57564
2024-01-26|KL|0835||AMS,KL,835,26-1-2024,AMS,SIN,229320,229775,172607,"295,054,419",27-1-2024 06:28:00,77W,PHBVD,FALSE,200,111441,101106
2024-01-26|KL|0855||AMS,KL,855,26-1-2024,AMS,ICN,195873,196207,148226,"301,704,662",27-1-2024 06:28:00,772,PHBQA,FALSE,200,87943,82180
2024-01-26|KL|0871||AMS,KL,871,26-1-2024,AMS,DEL,213168,214060,169490,"285,787,908",27-1-2024 06:28:00,77W,PHBVW,FALSE,200,69097,55217
2024-01-26|KL|0879||AMS,KL,879,26-1-2024,AMS,BLR,193213,193517,147689,"242,632,961",27-1-2024 06:28:00,772,PHBQD,FALSE,200,65432,57781
2024-01-27|KL|0601||AMS,KL,601,27-1-2024,AMS,LAX,179751,179691,132824,"273,219,167",28-1-2024 06:27:00,781,PHBKG,FALSE,220,70672,63944
2024-01-27|KL|0605||AMS,KL,605,27-1-2024,AMS,SFO,180096,181302,132792,"245,649,222",28-1-2024 06:27:00,781,PHBKM,FALSE,220,70348,64254
2024-01-27|KL|0661||AMS,KL,661,27-1-2024,AMS,IAH,173552,173989,128082,"283,774,444",28-1-2024 06:27:00,789,PHBHD,FALSE,220,68094,61324
2024-01-27|KL|0835||AMS,KL,835,27-1-2024,AMS,SIN,223999,224588,172031,"264,821,844",28-1-2024 06:27:00,77W,PHBVR,FALSE,200,108900,99275
2024-01-27|KL|0855||AMS,KL,855,27-1-2024,AMS,ICN,192456,193165,148779,"268,526,863",28-1-2024 06:27:00,772,PHBQO,FALSE,200,86413,80760
2024-01-27|KL|0871||AMS,KL,871,27-1-2024,AMS,DEL,220914,225893,171317,"339,074,488",28-1-2024 06:27:00,77W,PHBVP,FALSE,100,73232,59409
2024-01-27|KL|0879||AMS,KL,879,27-1-2024,AMS,BLR,195248,196077,147735,"279,047,486",28-1-2024 06:27:00,772,PHBQN,FALSE,20,66632,58895
2024-01-28|KL|0601||AMS,KL,601,28-1-2024,AMS,LAX,179689,179906,132826,"320,106,395",29-1-2024 06:28:00,781,PHBKA,FALSE,10,66179,60414
2024-01-28|KL|0605||AMS,KL,605,28-1-2024,AMS,SFO,181198,180985,133233,"279,010,956",29-1-2024 06:28:00,781,PHBKK,FALSE,10,65711,59763
2024-01-28|KL|0661||AMS,KL,661,28-1-2024,AMS,IAH,223677,225297,169755,"190,648,205",29-1-2024 06:28:00,77W,PHBVO,FALSE,20,87577,79020
2024-01-28|KL|0835||AMS,KL,835,28-1-2024,AMS,SIN,190069,191097,148261,"254,266,184",29-1-2024 06:28:00,772,PHBQB,FALSE,200,88624,82106
2024-01-28|KL|0855||AMS,KL,855,28-1-2024,AMS,ICN,196660,197087,148407,"282,446,659",29-1-2024 06:28:00,772,PHBQP,FALSE,200,87015,81302
2024-01-28|KL|0871||AMS,KL,871,28-1-2024,AMS,DEL,178720,179348,132075,"234,253,595",29-1-2024 06:28:00,781,PHBKC,FALSE,10,54999,44453
2024-01-28|KL|0879||AMS,KL,879,28-1-2024,AMS,BLR,172019,172372,127501,"302,364,134",29-1-2024 06:28:00,789,PHBHE,FALSE,220,53984,47391
2024-01-29|KL|0835||AMS,KL,835,29-1-2024,AMS,SIN,230879,231236,172513,"340,715,504",30-1-2024 06:30:00,77W,PHBVK,FALSE,100,109599,99929
2024-01-29|KL|0855||AMS,KL,855,29-1-2024,AMS,ICN,190052,189692,148989,"300,846,057",30-1-2024 06:30:00,772,PHBQM,FALSE,200,84196,78240
2024-01-29|KL|0871||AMS,KL,871,29-1-2024,AMS,DEL,223499,225110,171550,"294,992,593",30-1-2024 06:30:00,77W,PHBVD,FALSE,250,76884,62763
2024-01-29|KL|0879||AMS,KL,879,29-1-2024,AMS,BLR,170545,170669,127930,"296,627,376",30-1-2024 06:30:00,789,PHBHI,FALSE,10,51922,45979
2024-01-29|KL|0601||AMS,KL,601,29-1-2024,AMS,LAX,230085,230751,172581,"252,060,389",30-1-2024 06:30:00,77W,PHBVI,FALSE,20,91323,84517
2024-01-30|KL|0601||AMS,KL,601,30-1-2024,AMS,LAX,168110,169260,132448,"165,415,569",31-1-2024 06:28:00,781,PHBKD,FALSE,150,66038,60374
2024-01-30|KL|0605||AMS,KL,605,30-1-2024,AMS,SFO,164954,166552,132595,"225,278,182",31-1-2024 06:28:00,781,PHBKC,FALSE,220,65438,59727
2024-01-30|KL|0661||AMS,KL,661,30-1-2024,AMS,IAH,163832,164015,127715,"231,156,981",31-1-2024 06:28:00,789,PHBHH,FALSE,10,60443,54066
2024-01-30|KL|0835||AMS,KL,835,30-1-2024,AMS,SIN,224636,224028,170924,"233,311,823",31-1-2024 06:28:00,77W,PHBVW,FALSE,200,107872,99733
2024-01-30|KL|0871||AMS,KL,871,30-1-2024,AMS,DEL,227232,227448,171642,"268,597,777",31-1-2024 06:28:00,77W,PHBVD,FALSE,20,79099,64298
2024-01-31|KL|0601||AMS,KL,601,31-1-2024,AMS,LAX,177519,179517,133212,"268,318,147",1/2/2024 6:28,781,PHBKI,FALSE,220,70577,64684
2024-01-31|KL|0661||AMS,KL,661,31-1-2024,AMS,IAH,168547,169215,128285,"213,769,847",1/2/2024 6:28,789,PHBHI,FALSE,150,63146,56761
2024-01-31|KL|0835||AMS,KL,835,31-1-2024,AMS,SIN,191701,192064,148500,"291,274,989",1/2/2024 6:28,772,PHBQD,FALSE,200,89844,83370
2024-01-31|KL|0855||AMS,KL,855,31-1-2024,AMS,ICN,191821,191937,148510,"31,199,061",1/2/2024 6:28,772,PHBQL,FALSE,200,84730,79446
2024-01-31|KL|0871||AMS,KL,871,31-1-2024,AMS,DEL,219693,220492,169116,"254,865,437",1/2/2024 6:28,77W,PHBVO,FALSE,200,79544,64640
2024-01-31|KL|0879||AMS,KL,879,31-1-2024,AMS,BLR,180648,180745,147409,"265,712,048",1/2/2024 6:28,772,PHBQC,FALSE,200,62758,56382
2024-02-01|KL|0601||AMS,KL,601,1/2/2024,AMS,LAX,176380,176815,133017,"26,009,025",2/2/2024 6:30,781,PHBKM,FALSE,150,70669,64769
2024-02-01|KL|0661||AMS,KL,661,1/2/2024,AMS,IAH,166687,166967,128289,"218,641,347",2/2/2024 6:30,789,PHBHL,FALSE,220,63704,56757
2024-02-01|KL|0835||AMS,KL,835,1/2/2024,AMS,SIN,222542,221930,170182,"262,430,198",2/2/2024 6:30,77W,PHBVO,FALSE,200,107794,98268
2024-02-01|KL|0855||AMS,KL,855,1/2/2024,AMS,ICN,192523,192605,148453,"263,368,859",2/2/2024 6:30,772,PHBQI,FALSE,200,86781,81130
2024-02-01|KL|0871||AMS,KL,871,1/2/2024,AMS,DEL,223446,223872,171597,"307,326,774",2/2/2024 6:30,77W,PHBVC,FALSE,200,77330,63022
2024-02-02|KL|0601||AMS,KL,601,2/2/2024,AMS,LAX,174977,174518,133314,"17,445,829",3/2/2024 6:27,781,PHBKK,FALSE,200,70117,64222
2024-02-02|KL|0605||AMS,KL,605,2/2/2024,AMS,SFO,167722,168542,128332,"277,100,123",3/2/2024 6:27,789,PHBHL,FALSE,200,65906,60370
2024-02-02|KL|0661||AMS,KL,661,2/2/2024,AMS,IAH,170976,171173,128100,"267,215,269",3/2/2024 6:27,789,PHBHI,FALSE,220,63121,56180
2024-02-02|KL|0835||AMS,KL,835,2/2/2024,AMS,SIN,226328,226702,172737,"238,828,948",3/2/2024 6:27,77W,PHBVI,FALSE,20,106711,97384
2024-02-02|KL|0855||AMS,KL,855,2/2/2024,AMS,ICN,194701,195035,148284,"300,307,599",3/2/2024 6:27,772,PHBQA,FALSE,200,87898,82160
2024-02-02|KL|0871||AMS,KL,871,2/2/2024,AMS,DEL,188700,189164,147985,"26,968,236",3/2/2024 6:27,772,PHBQO,FALSE,20,63541,51000
2024-02-02|KL|0879||AMS,KL,879,2/2/2024,AMS,BLR,172253,173283,132775,"160,603,409",3/2/2024 6:27,781,PHBKH,FALSE,10,56150,48868
2024-02-03|KL|0605||AMS,KL,605,3/2/2024,AMS,SFO,173296,173109,133116,"171,692,113",4/2/2024 6:27,781,PHBKH,FALSE,220,69960,63946
2024-02-03|KL|0661||AMS,KL,661,3/2/2024,AMS,IAH,166112,166199,128156,"242,186,338",4/2/2024 6:27,789,PHBHI,FALSE,100,60821,54320
2024-02-03|KL|0835||AMS,KL,835,3/2/2024,AMS,SIN,225494,227419,170608,"284,684,583",4/2/2024 6:27,77W,PHBVS,FALSE,200,107202,97773
2024-02-03|KL|0855||AMS,KL,855,3/2/2024,AMS,ICN,188588,189794,148609,"258,264,651",4/2/2024 6:27,772,PHBQL,FALSE,50,82339,76789
2024-02-03|KL|0871||AMS,KL,871,3/2/2024,AMS,DEL,223371,223334,171835,"305,293,893",4/2/2024 6:27,77W,PHBVD,FALSE,200,76070,60776
2024-02-03|KL|0879||AMS,KL,879,3/2/2024,AMS,BLR,193231,193521,147964,"287,531,385",4/2/2024 6:27,772,PHBQO,FALSE,20,64243,56625
2024-02-04|KL|0601||AMS,KL,601,4/2/2024,AMS,LAX,177658,180403,133220,"270,580,783",5/2/2024 6:31,781,PHBKL,FALSE,220,75644,68046
2024-02-04|KL|0605||AMS,KL,605,4/2/2024,AMS,SFO,175665,175682,132830,"242,395,006",5/2/2024 6:31,781,PHBKG,FALSE,220,74571,68493
2024-02-04|KL|0661||AMS,KL,661,4/2/2024,AMS,IAH,164286,166109,127862,"206,009,924",5/2/2024 6:31,789,PHBHA,FALSE,10,59511,53032
2024-02-04|KL|0835||AMS,KL,835,4/2/2024,AMS,SIN,187774,187603,148196,"252,014,128",5/2/2024 6:31,772,PHBQB,FALSE,300,87134,80745
2024-02-04|KL|0855||AMS,KL,855,4/2/2024,AMS,ICN,222802,223790,172533,"266,905,274",5/2/2024 6:31,77W,PHBVK,FALSE,20,95435,89343
2024-02-04|KL|0871||AMS,KL,871,4/2/2024,AMS,DEL,185260,186268,132307,"166,230,323",5/2/2024 6:31,781,PHBKA,FALSE,10,56002,44271
2024-02-04|KL|0879||AMS,KL,879,4/2/2024,AMS,BLR,175834,176189,127839,"301,974,257",5/2/2024 6:31,789,PHBHI,FALSE,10,50553,44951
2024-02-05|KL|0835||AMS,KL,835,5/2/2024,AMS,SIN,190873,191674,148189,"263,588,234",6/2/2024 6:29,772,PHBQC,FALSE,20,86231,79831
2024-02-05|KL|0855||AMS,KL,855,5/2/2024,AMS,ICN,192145,192374,148365,"237,295,836",6/2/2024 6:29,772,PHBQP,FALSE,20,81725,76176
2024-02-05|KL|0871||AMS,KL,871,5/2/2024,AMS,DEL,217355,219226,171214,"300,132,803",6/2/2024 6:29,77W,PHBVR,FALSE,100,72327,57577
2024-02-05|KL|0879||AMS,KL,879,5/2/2024,AMS,BLR,161881,162330,127969,"20,635,868",6/2/2024 6:29,789,PHBHI,FALSE,10,47535,42029
2024-02-05|KL|0601||AMS,KL,601,5/2/2024,AMS,LAX,176196,176610,132961,"286,751,985",6/2/2024 6:29,781,PHBKA,FALSE,200,75459,67850
2024-02-05|KL|0661||AMS,KL,661,5/2/2024,AMS,IAH,164308,164587,127716,"191,057,364",6/2/2024 6:29,789,PHBHA,FALSE,100,57862,51634
2024-02-06|KL|0601||AMS,KL,601,6/2/2024,AMS,LAX,175507,175906,132615,"223,658,311",7/2/2024 6:28,781,PHBKC,FALSE,220,70889,65020
2024-02-06|KL|0605||AMS,KL,605,6/2/2024,AMS,SFO,162984,162942,133084,"100,153,989",7/2/2024 6:28,781,PHBKK,FALSE,220,65736,59992
2024-02-06|KL|0661||AMS,KL,661,6/2/2024,AMS,IAH,165863,166402,127769,"268,769,961",7/2/2024 6:28,789,PHBHH,FALSE,10,57992,51710
2024-02-06|KL|0835||AMS,KL,835,6/2/2024,AMS,SIN,228323,229875,172713,"285,628,677",7/2/2024 6:28,77W,PHBVI,FALSE,300,111150,101557
2024-02-06|KL|0871||AMS,KL,871,6/2/2024,AMS,DEL,223749,223777,169239,"293,544,341",7/2/2024 6:28,77W,PHBVO,FALSE,150,72595,58853
2024-02-07|KL|0601||AMS,KL,601,7/2/2024,AMS,LAX,177200,178534,133028,"249,276,723",8/2/2024 6:28,781,PHBKL,FALSE,220,70688,64759
2024-02-07|KL|0661||AMS,KL,661,7/2/2024,AMS,IAH,185680,186406,148538,"244,716,324",8/2/2024 6:28,772,PHBQM,FALSE,100,74108,66418
2024-02-07|KL|0835||AMS,KL,835,7/2/2024,AMS,SIN,190656,191252,148797,"267,885,904",8/2/2024 6:28,772,PHBQO,FALSE,200,89760,83273
2024-02-07|KL|0855||AMS,KL,855,7/2/2024,AMS,ICN,190728,191494,148636,"257,253,444",8/2/2024 6:28,772,PHBQH,FALSE,200,83799,78175
2024-02-07|KL|0871||AMS,KL,871,7/2/2024,AMS,DEL,225637,227679,171629,"263,838,243",8/2/2024 6:28,77W,PHBVD,FALSE,20,72195,58526
2024-02-07|KL|0879||AMS,KL,879,7/2/2024,AMS,BLR,180658,181004,132147,"329,381,723",8/2/2024 6:28,781,PHBKC,FALSE,220,54474,48348
2024-02-08|KL|0601||AMS,KL,601,8/2/2024,AMS,LAX,186898,187141,148349,"296,845,211",9/2/2024 6:31,772,PHBQL,FALSE,200,81732,75628
2024-02-08|KL|0605||AMS,KL,605,8/2/2024,AMS,SFO,160038,160066,128265,"260,159,141",9/2/2024 6:31,789,PHBHN,FALSE,200,60967,55652
2024-02-08|KL|0661||AMS,KL,661,8/2/2024,AMS,IAH,175895,176378,132878,"213,613,292",9/2/2024 6:31,781,PHBKH,FALSE,220,67633,60236
2024-02-08|KL|0835||AMS,KL,835,8/2/2024,AMS,SIN,226481,226897,170586,"275,864,472",9/2/2024 6:31,77W,PHBVU,FALSE,200,114903,103198
2024-02-08|KL|0855||AMS,KL,855,8/2/2024,AMS,ICN,190774,193630,148508,"276,229,008",9/2/2024 6:31,772,PHBQD,FALSE,200,84176,78603
2024-02-08|KL|0871||AMS,KL,871,8/2/2024,AMS,DEL,177281,177748,132467,"233,508,689",9/2/2024 6:31,781,PHBKA,FALSE,200,50490,42802
2024-02-09|KL|0601||AMS,KL,601,9/2/2024,AMS,LAX,194482,194978,148851,"354,787,279",10/2/2024 6:27,772,PHBQN,FALSE,200,81724,75510
2024-02-09|KL|0605||AMS,KL,605,9/2/2024,AMS,SFO,170128,171415,133192,"172,533,933",10/2/2024 6:27,781,PHBKK,FALSE,10,63747,57532
2024-02-09|KL|0661||AMS,KL,661,9/2/2024,AMS,IAH,178176,178591,128186,"32,427,463",10/2/2024 6:27,789,PHBHL,FALSE,100,63552,56940
2024-02-09|KL|0835||AMS,KL,835,9/2/2024,AMS,SIN,225559,226563,172329,"256,536,188",10/2/2024 6:27,77W,PHBVF,FALSE,200,113635,103707
2024-02-09|KL|0855||AMS,KL,855,9/2/2024,AMS,ICN,188275,189082,148625,"305,773,788",10/2/2024 6:27,772,PHBQE,FALSE,200,83914,78454
2024-02-09|KL|0871||AMS,KL,871,9/2/2024,AMS,DEL,187850,188439,147378,"265,263,846",10/2/2024 6:27,772,PHBQK,FALSE,200,62573,51020
2024-02-09|KL|0879||AMS,KL,879,9/2/2024,AMS,BLR,189377,191097,147755,"271,456,561",10/2/2024 6:27,772,PHBQI,FALSE,20,66078,58430
2024-02-10|KL|0879||AMS,KL,879,10/2/2024,AMS,BLR,197254,197862,147536,"250,748,232",11/2/2024 6:27,772,PHBQK,FALSE,20,67854,60004
2024-02-10|KL|0661||AMS,KL,661,10/2/2024,AMS,IAH,178563,179411,132700,"27,034,574",11/2/2024 6:27,781,PHBKM,FALSE,220,68793,61072
2024-02-10|KL|0835||AMS,KL,835,10/2/2024,AMS,SIN,224499,226106,170533,"258,387,287",11/2/2024 6:27,77W,PHBVS,FALSE,200,112807,102949
2024-02-10|KL|0855||AMS,KL,855,10/2/2024,AMS,ICN,194438,195166,148573,"28,449,075",11/2/2024 6:27,772,PHBQO,FALSE,200,87133,81507
2024-02-10|KL|0871||AMS,KL,871,10/2/2024,AMS,DEL,220333,220474,171385,"281,835,145",11/2/2024 6:27,77W,PHBVR,FALSE,200,75419,62393
2024-02-10|KL|0601||AMS,KL,601,10/2/2024,AMS,LAX,176819,178009,132568,"304,688,845",11/2/2024 6:27,781,PHBKD,FALSE,10,64918,59216
2024-02-10|KL|0605||AMS,KL,605,10/2/2024,AMS,SFO,179495,180444,133302,"259,089,284",11/2/2024 6:27,781,PHBKH,FALSE,200,65263,59294
2024-02-11|KL|0601||AMS,KL,601,11/2/2024,AMS,LAX,182705,183001,132963,"283,879,867",12/2/2024 6:30,781,PHBKM,FALSE,10,65534,59746
2024-02-11|KL|0605||AMS,KL,605,11/2/2024,AMS,SFO,174393,174968,132866,"1,540,774",12/2/2024 6:30,781,PHBKG,FALSE,220,66812,60315
2024-02-11|KL|0661||AMS,KL,661,11/2/2024,AMS,IAH,172147,172875,128229,"204,046,967",12/2/2024 6:30,789,PHBHF,FALSE,50,64955,56967
2024-02-11|KL|0835||AMS,KL,835,11/2/2024,AMS,SIN,231481,231030,172532,"256,744,706",12/2/2024 6:30,77W,PHBVK,FALSE,200,116856,106149
2024-02-11|KL|0855||AMS,KL,855,11/2/2024,AMS,ICN,190900,191330,148510,"23,786,649",12/2/2024 6:30,772,PHBQG,FALSE,300,88619,82966
2024-02-11|KL|0871||AMS,KL,871,11/2/2024,AMS,DEL,175905,175995,132765,"320,558,367",12/2/2024 6:30,781,PHBKH,FALSE,220,54734,45314
2024-02-11|KL|0879||AMS,KL,879,11/2/2024,AMS,BLR,172590,173579,127834,"343,801,271",12/2/2024 6:30,789,PHBHL,FALSE,100,53533,47825
2024-02-12|KL|0601||AMS,KL,601,12/2/2024,AMS,LAX,181515,181270,132824,"220,810,718",13-2-2024 06:30:00,781,PHBKA,FALSE,220,69791,63824
2024-02-12|KL|0661||AMS,KL,661,12/2/2024,AMS,IAH,156411,157027,127659,"244,828,392",13-2-2024 06:30:00,789,PHBHA,FALSE,10,57992,51747
2024-02-12|KL|0835||AMS,KL,835,12/2/2024,AMS,SIN,223913,224660,173013,"300,127,749",13-2-2024 06:30:00,77W,PHBVB,FALSE,200,117266,103278
2024-02-12|KL|0855||AMS,KL,855,12/2/2024,AMS,ICN,193214,193431,148502,"294,259,492",13-2-2024 06:30:00,772,PHBQL,FALSE,200,87083,81443
2024-02-12|KL|0871||AMS,KL,871,12/2/2024,AMS,DEL,220324,219850,169252,"289,141,686",13-2-2024 06:30:00,77W,PHBVO,FALSE,200,76570,63334
2024-02-12|KL|0879||AMS,KL,879,12/2/2024,AMS,BLR,173703,173277,127641,"289,764,465",13-2-2024 06:30:00,789,PHBHD,FALSE,10,52728,47151
2024-02-13|KL|0601||AMS,KL,601,13-2-2024,AMS,LAX,176375,177436,148132,"27,397,281",14-2-2024 06:29:00,772,PHBQD,FALSE,200,76260,70475
2024-02-13|KL|0605||AMS,KL,605,13-2-2024,AMS,SFO,165612,166398,132990,"173,057,542",14-2-2024 06:29:00,781,PHBKL,FALSE,220,65446,59285
2024-02-13|KL|0661||AMS,KL,661,13-2-2024,AMS,IAH,174944,175651,132115,"144,688,142",14-2-2024 06:29:00,781,PHBKF,FALSE,10,65558,58659
2024-02-13|KL|0835||AMS,KL,835,13-2-2024,AMS,SIN,219959,220655,172396,"329,013,689",14-2-2024 06:29:00,77W,PHBVF,FALSE,200,114077,102291
2024-02-13|KL|0871||AMS,KL,871,13-2-2024,AMS,DEL,223716,224958,171369,"27,503,414",14-2-2024 06:29:00,77W,PHBVA,FALSE,200,78077,63609
2024-02-14|KL|0601||AMS,KL,601,14-2-2024,AMS,LAX,172928,173914,132593,"322,609,113",15-2-2024 06:34:00,781,PHBKF,FALSE,150,68760,63000
2024-02-14|KL|0661||AMS,KL,661,14-2-2024,AMS,IAH,164016,164577,127951,"226,599,679",15-2-2024 06:34:00,789,PHBHN,FALSE,100,62242,55422
2024-02-14|KL|0835||AMS,KL,835,14-2-2024,AMS,SIN,190760,191217,148419,"244,439,925",15-2-2024 06:34:00,772,PHBQF,FALSE,200,93638,87155
2024-02-14|KL|0855||AMS,KL,855,14-2-2024,AMS,ICN,190971,190692,148675,"254,599,265",15-2-2024 06:34:00,772,PHBQH,FALSE,100,84353,78751
2024-02-14|KL|0879||AMS,KL,879,14-2-2024,AMS,BLR,184841,185818,147845,"241,183,937",15-2-2024 06:34:00,772,PHBQE,FALSE,100,66028,58440
2024-02-15|KL|0601||AMS,KL,601,15-2-2024,AMS,LAX,172267,172883,132846,"180,329,091",16-2-2024 06:28:00,781,PHBKM,FALSE,150,67482,61764
2024-02-15|KL|0605||AMS,KL,605,15-2-2024,AMS,SFO,167204,167526,132755,"229,587,093",16-2-2024 06:28:00,781,PHBKA,FALSE,10,62578,56483
2024-02-15|KL|0661||AMS,KL,661,15-2-2024,AMS,IAH,166816,166970,127894,"331,833,725",16-2-2024 06:28:00,789,PHBHN,FALSE,10,59687,53410
2024-02-15|KL|0835||AMS,KL,835,15-2-2024,AMS,SIN,232659,236146,170669,"262,886,049",16-2-2024 06:28:00,77W,PHBVW,FALSE,200,114970,104442
2024-02-15|KL|0855||AMS,KL,855,15-2-2024,AMS,ICN,190446,190097,148473,"274,983,441",16-2-2024 06:28:00,772,PHBQL,FALSE,20,82168,76608
2024-02-15|KL|0871||AMS,KL,871,15-2-2024,AMS,DEL,175200,175813,132718,"281,521,048",16-2-2024 06:28:00,781,PHBKH,FALSE,10,49821,42228
2024-02-16|KL|0601||AMS,KL,601,16-2-2024,AMS,LAX,166837,168758,132899,"315,433,744",17-2-2024 06:29:00,781,PHBKF,FALSE,10,62413,57140
