FlightLegUtcId,Airline,FlightNumber,LegDepartureDateUtc,DepartureAirport,ArrivalAirport,ActualZeroFuelWeight,EstimatedZeroFuelWeight,DryOperatingWeight,MacZFW,ModTime,AircraftType,AircraftRegistration,FlightCancelled,CostIndex,TakeOffFuel,TripFuel
2024-03-10|KL|0661||AMS,KL,661,10/3/2024,AMS,IAH,176854,177736,128188,"237,750,172",11/3/2024 6:28,789,PHBHC,FALSE,220,62920,55877
2024-03-10|KL|0871||AMS,KL,871,10/3/2024,AMS,DEL,176674,176538,132076,"261,633,747",11/3/2024 6:28,781,PHBKD,FALSE,200,51661,43732
2024-03-11|KL|0601||AMS,KL,601,11/3/2024,AMS,LAX,180164,180641,133290,"22,064,803",12/3/2024 8:33,781,PHBKK,FALSE,220,67300,61733
2024-03-11|KL|0835||AMS,KL,835,11/3/2024,AMS,SIN,223705,225730,172291,"248,781,472",12/3/2024 8:33,77W,PHBVP,FALSE,200,117435,105063
2024-03-11|KL|0855||AMS,KL,855,11/3/2024,AMS,ICN,189158,190051,148198,"28,186,892",12/3/2024 8:33,772,PHBQA,FALSE,200,85432,79829
2024-03-11|KL|0871||AMS,KL,871,11/3/2024,AMS,DEL,221439,223922,171495,"286,997,573",12/3/2024 8:33,77W,PHBVK,FALSE,200,74122,62278
2024-03-11|KL|0879||AMS,KL,879,11/3/2024,AMS,BLR,168080,168305,127613,"289,121,826",12/3/2024 8:33,789,PHBHN,FALSE,10,50898,45383
2024-03-12|KL|0661||AMS,KL,661,12/3/2024,AMS,IAH,178309,179283,132708,"25,329,342",13-3-2024 06:28:00,781,PHBKF,FALSE,10,65189,57843
2024-03-12|KL|0601||AMS,KL,601,12/3/2024,AMS,LAX,178198,178680,133113,"227,554,116",13-3-2024 06:28:00,781,PHBKI,FALSE,220,69155,63530
2024-03-12|KL|0605||AMS,KL,605,12/3/2024,AMS,SFO,175830,176874,133281,"30,718,772",13-3-2024 06:28:00,781,PHBKH,FALSE,100,65824,59974
2024-03-12|KL|0835||AMS,KL,835,12/3/2024,AMS,SIN,228460,229340,172373,"27,275,421",13-3-2024 06:28:00,77W,PHBVG,FALSE,200,114754,104101
2024-03-12|KL|0871||AMS,KL,871,12/3/2024,AMS,DEL,225938,226267,171492,"240,404,858",13-3-2024 06:28:00,77W,PHBVK,FALSE,200,76957,63200
2024-03-13|KL|0601||AMS,KL,601,13-3-2024,AMS,LAX,221676,221256,172868,"250,454,712",14-3-2024 06:27:00,77W,PHBVB,FALSE,150,90374,83737
2024-03-13|KL|0661||AMS,KL,661,13-3-2024,AMS,IAH,174831,175264,127846,"230,587,851",14-3-2024 06:27:00,789,PHBHC,FALSE,10,63231,56071
2024-03-13|KL|0835||AMS,KL,835,13-3-2024,AMS,SIN,193842,194273,148094,"305,459,944",14-3-2024 06:27:00,772,PHBQC,FALSE,300,96627,90022
2024-03-13|KL|0855||AMS,KL,855,13-3-2024,AMS,ICN,186337,186352,148177,"292,892,349",14-3-2024 06:27:00,772,PHBQB,FALSE,200,84537,79110
2024-03-13|KL|0871||AMS,KL,871,13-3-2024,AMS,DEL,219831,220479,171580,"290,476,483",14-3-2024 06:27:00,77W,PHBVP,FALSE,20,69396,57950
2024-03-13|KL|0879||AMS,KL,879,13-3-2024,AMS,BLR,179248,179486,147540,"248,221,778",14-3-2024 06:27:00,772,PHBQL,FALSE,200,64874,57515
2024-03-14|KL|0601||AMS,KL,601,14-3-2024,AMS,LAX,176356,177490,132771,"202,659,662",15-3-2024 06:27:00,781,PHBKM,FALSE,100,67672,60665
2024-03-14|KL|0605||AMS,KL,605,14-3-2024,AMS,SFO,172790,173033,132505,"302,563,716",15-3-2024 06:27:00,781,PHBKD,FALSE,10,63100,57178
2024-03-14|KL|0661||AMS,KL,661,14-3-2024,AMS,IAH,161433,161632,128216,"302,979,692",15-3-2024 06:27:00,789,PHBHM,FALSE,100,60451,53774
2024-03-14|KL|0835||AMS,KL,835,14-3-2024,AMS,SIN,222681,221589,170655,"280,555,596",15-3-2024 06:27:00,77W,PHBVV,FALSE,200,111581,101224
2024-03-14|KL|0855||AMS,KL,855,14-3-2024,AMS,ICN,183509,184452,148228,"265,161,613",15-3-2024 06:27:00,772,PHBQP,FALSE,150,82614,77209
2024-03-14|KL|0871||AMS,KL,871,14-3-2024,AMS,DEL,166260,175032,132122,"296,323,055",15-3-2024 06:27:00,781,PHBKA,FALSE,10,50347,42735
2024-03-15|KL|0601||AMS,KL,601,15-3-2024,AMS,LAX,187221,186876,148373,"270,810,304",16-3-2024 06:28:00,772,PHBQK,FALSE,200,79046,72186
2024-03-15|KL|0605||AMS,KL,605,15-3-2024,AMS,SFO,171977,175507,132797,"313,041,749",16-3-2024 06:28:00,781,PHBKG,FALSE,10,63973,58059
2024-03-15|KL|0661||AMS,KL,661,15-3-2024,AMS,IAH,164688,165183,128324,"310,501,871",16-3-2024 06:28:00,789,PHBHN,FALSE,150,61687,54841
2024-03-15|KL|0835||AMS,KL,835,15-3-2024,AMS,SIN,226635,226572,172673,"259,543,368",16-3-2024 06:28:00,77W,PHBVI,FALSE,250,114756,104857
2024-03-15|KL|0855||AMS,KL,855,15-3-2024,AMS,ICN,189221,189657,148523,"263,514,231",16-3-2024 06:28:00,772,PHBQF,FALSE,200,85800,80162
2024-03-15|KL|0871||AMS,KL,871,15-3-2024,AMS,DEL,185799,185558,147986,"286,630,785",16-3-2024 06:28:00,772,PHBQO,FALSE,200,59828,50961
2024-03-15|KL|0879||AMS,KL,879,15-3-2024,AMS,BLR,179486,179953,147311,"269,495,244",16-3-2024 06:28:00,772,PHBQC,FALSE,20,62196,54238
2024-03-16|KL|0661||AMS,KL,661,16-3-2024,AMS,IAH,195499,197828,148186,"268,733,576",17-3-2024 06:28:00,772,PHBQP,FALSE,100,79874,71258
2024-03-16|KL|0835||AMS,KL,835,16-3-2024,AMS,SIN,225088,226432,172334,"261,997,096",17-3-2024 06:28:00,77W,PHBVA,FALSE,20,108131,98503
2024-03-16|KL|0855||AMS,KL,855,16-3-2024,AMS,ICN,196653,196783,148579,"22,033,819",17-3-2024 06:28:00,772,PHBQE,FALSE,100,85822,80111
2024-03-16|KL|0871||AMS,KL,871,16-3-2024,AMS,DEL,226575,228374,171364,"314,464,649",17-3-2024 06:28:00,77W,PHBVF,FALSE,20,70328,59840
2024-03-16|KL|0879||AMS,KL,879,16-3-2024,AMS,BLR,190358,190423,147679,"275,750,341",17-3-2024 06:28:00,772,PHBQL,FALSE,200,66114,57760
2024-03-16|KL|0601||AMS,KL,601,16-3-2024,AMS,LAX,177439,179225,132681,"176,795,774",17-3-2024 06:28:00,781,PHBKC,FALSE,10,67207,61568
2024-03-16|KL|0605||AMS,KL,605,16-3-2024,AMS,SFO,214413,214248,171788,"286,270,172",17-3-2024 06:28:00,77W,PHBVR,FALSE,200,88487,81398
2024-03-17|KL|0601||AMS,KL,601,17-3-2024,AMS,LAX,179877,181555,133266,"298,838,855",18-3-2024 06:29:00,781,PHBKI,FALSE,10,63268,57828
2024-03-17|KL|0605||AMS,KL,605,17-3-2024,AMS,SFO,181177,182458,132807,"317,072,858",18-3-2024 06:29:00,781,PHBKM,FALSE,10,63146,57235
2024-03-17|KL|0661||AMS,KL,661,17-3-2024,AMS,IAH,193475,193971,148136,"263,513,474",18-3-2024 06:29:00,772,PHBQF,FALSE,20,77888,69221
2024-03-17|KL|0835||AMS,KL,835,17-3-2024,AMS,SIN,237479,235714,172320,"244,483,423",18-3-2024 06:29:00,77W,PHBVP,FALSE,20,112248,102274
2024-03-17|KL|0855||AMS,KL,855,17-3-2024,AMS,ICN,217441,216534,173287,"297,998,914",18-3-2024 06:29:00,77W,PHBVB,FALSE,200,93363,87475
2024-03-17|KL|0871||AMS,KL,871,17-3-2024,AMS,DEL,175339,175810,132325,"266,138,348",18-3-2024 06:29:00,781,PHBKA,FALSE,10,50252,42670
2024-03-17|KL|0879||AMS,KL,879,17-3-2024,AMS,BLR,170857,171880,127470,"232,762,869",18-3-2024 06:29:00,789,PHBHA,FALSE,10,50977,45400
2024-03-18|KL|0601||AMS,KL,601,18-3-2024,AMS,LAX,183400,183011,132715,"273,540,517",19-3-2024 06:36:00,781,PHBKD,FALSE,10,66568,60932
2024-03-18|KL|0661||AMS,KL,661,18-3-2024,AMS,IAH,198299,198873,148111,"302,529,466",19-3-2024 06:36:00,772,PHBQG,FALSE,100,76960,68392
2024-03-18|KL|0835||AMS,KL,835,18-3-2024,AMS,SIN,232710,233197,172314,"239,785,795",19-3-2024 06:36:00,77W,PHBVS,FALSE,200,115264,104313
2024-03-18|KL|0855||AMS,KL,855,18-3-2024,AMS,ICN,191565,192419,148545,"255,837,956",19-3-2024 06:36:00,772,PHBQD,FALSE,20,81064,75569
2024-03-18|KL|0871||AMS,KL,871,18-3-2024,AMS,DEL,217676,218681,171223,"304,812,934",19-3-2024 06:36:00,77W,PHBVN,FALSE,20,67464,57252
2024-03-18|KL|0879||AMS,KL,879,18-3-2024,AMS,BLR,158189,158403,127396,"289,836,752",19-3-2024 06:36:00,789,PHBHA,FALSE,10,49178,43376
2024-03-19|KL|0601||AMS,KL,601,19-3-2024,AMS,LAX,179673,180419,132819,"23,227,105",20-3-2024 06:28:00,781,PHBKM,FALSE,10,65268,59771
2024-03-19|KL|0605||AMS,KL,605,19-3-2024,AMS,SFO,182271,182263,133161,"270,773,225",20-3-2024 06:28:00,781,PHBKK,FALSE,10,65280,59327
2024-03-19|KL|0661||AMS,KL,661,19-3-2024,AMS,IAH,194691,195152,147837,"237,953,719",20-3-2024 06:28:00,772,PHBQC,FALSE,20,77633,68987
2024-03-19|KL|0835||AMS,KL,835,19-3-2024,AMS,SIN,229442,229510,172360,"242,034,236",20-3-2024 06:28:00,77W,PHBVG,FALSE,200,118626,108482
2024-03-19|KL|0871||AMS,KL,871,19-3-2024,AMS,DEL,203642,219315,171620,"287,108,598",20-3-2024 06:28:00,77W,PHBVD,FALSE,20,68601,58187
2024-03-20|KL|0601||AMS,KL,601,20-3-2024,AMS,LAX,175949,176369,133248,"265,741,321",21-3-2024 06:27:00,781,PHBKI,FALSE,10,65096,59655
2024-03-20|KL|0661||AMS,KL,661,20-3-2024,AMS,IAH,171572,171820,128201,"226,829,201",21-3-2024 06:27:00,789,PHBHO,FALSE,100,63312,56348
2024-03-20|KL|0835||AMS,KL,835,20-3-2024,AMS,SIN,224637,223905,172485,"266,112,434",21-3-2024 06:27:00,77W,PHBVC,FALSE,200,113514,103618
2024-03-20|KL|0855||AMS,KL,855,20-3-2024,AMS,ICN,189893,189599,148387,"247,534,978",21-3-2024 06:27:00,772,PHBQP,FALSE,20,81864,76317
2024-03-20|KL|0871||AMS,KL,871,20-3-2024,AMS,DEL,223833,225243,171319,"239,593,827",21-3-2024 06:27:00,77W,PHBVF,FALSE,150,72870,62297
2024-03-20|KL|0879||AMS,KL,879,20-3-2024,AMS,BLR,185030,185926,147357,"248,572,707",21-3-2024 06:27:00,772,PHBQA,FALSE,200,64123,57336
2024-03-21|KL|0601||AMS,KL,601,21-3-2024,AMS,LAX,179797,180532,132909,"236,027,164",22-3-2024 06:27:00,781,PHBKM,FALSE,220,69091,63488
2024-03-21|KL|0605||AMS,KL,605,21-3-2024,AMS,SFO,173349,173739,132772,"273,881,294",22-3-2024 06:27:00,781,PHBKA,FALSE,10,65226,59376
2024-03-21|KL|0661||AMS,KL,661,21-3-2024,AMS,IAH,189501,190317,148177,"256,068,636",22-3-2024 06:27:00,772,PHBQI,FALSE,200,81074,71701
2024-03-21|KL|0835||AMS,KL,835,21-3-2024,AMS,SIN,225936,227030,172051,"244,689,317",22-3-2024 06:27:00,77W,PHBVN,FALSE,200,113220,102775
2024-03-21|KL|0855||AMS,KL,855,21-3-2024,AMS,ICN,191084,190943,148272,"285,624,664",22-3-2024 06:27:00,772,PHBQK,FALSE,100,83791,77787
2024-03-21|KL|0871||AMS,KL,871,21-3-2024,AMS,DEL,180786,180798,132020,"243,364,587",22-3-2024 06:27:00,781,PHBKF,FALSE,220,53865,45013
2024-03-22|KL|0601||AMS,KL,601,22-3-2024,AMS,LAX,174832,176348,132733,"242,208,995",23-3-2024 06:27:00,781,PHBKD,FALSE,50,67638,62071
2024-03-22|KL|0605||AMS,KL,605,22-3-2024,AMS,SFO,171609,172730,133050,"290,548,608",23-3-2024 06:27:00,781,PHBKK,FALSE,10,63324,57679
2024-03-22|KL|0661||AMS,KL,661,22-3-2024,AMS,IAH,189390,193291,148145,"212,516,781",23-3-2024 06:27:00,772,PHBQI,FALSE,250,81140,72896
2024-03-22|KL|0835||AMS,KL,835,22-3-2024,AMS,SIN,219512,221181,172373,"294,242,474",23-3-2024 06:27:00,77W,PHBVS,FALSE,200,109887,100289
2024-03-22|KL|0855||AMS,KL,855,22-3-2024,AMS,ICN,198372,199331,148253,"277,750,093",23-3-2024 06:27:00,772,PHBQA,FALSE,200,89204,83370
2024-03-22|KL|0871||AMS,KL,871,22-3-2024,AMS,DEL,223631,222464,172068,"3,022,714",23-3-2024 06:27:00,77W,PHBVB,FALSE,200,72067,60002
2024-03-22|KL|0879||AMS,KL,879,22-3-2024,AMS,BLR,185045,185835,147807,"268,579,961",23-3-2024 06:27:00,772,PHBQN,FALSE,20,64340,56871
2024-03-23|KL|0601||AMS,KL,601,23-3-2024,AMS,LAX,177843,179267,133251,"234,131,102",24-3-2024 06:28:00,781,PHBKI,FALSE,150,73245,66053
2024-03-23|KL|0605||AMS,KL,605,23-3-2024,AMS,SFO,174786,175999,132560,"301,204,496",24-3-2024 06:28:00,781,PHBKF,FALSE,10,65792,59963
2024-03-23|KL|0661||AMS,KL,661,23-3-2024,AMS,IAH,194842,195670,148835,"253,511,644",24-3-2024 06:28:00,772,PHBQM,FALSE,20,79652,71110
2024-03-23|KL|0835||AMS,KL,835,23-3-2024,AMS,SIN,235304,236269,172357,"248,792,499",24-3-2024 06:28:00,77W,PHBVF,FALSE,20,115730,105680
2024-03-23|KL|0855||AMS,KL,855,23-3-2024,AMS,ICN,194981,194885,148925,"277,844,278",24-3-2024 06:28:00,772,PHBQF,FALSE,200,87791,82048
2024-03-23|KL|0871||AMS,KL,871,23-3-2024,AMS,DEL,217348,217712,171586,"325,772,554",24-3-2024 06:28:00,77W,PHBVC,FALSE,200,71384,61050
2024-03-23|KL|0879||AMS,KL,879,23-3-2024,AMS,BLR,193442,194996,147654,"254,183,614",24-3-2024 06:28:00,772,PHBQG,FALSE,200,69163,61282
2024-03-24|KL|0601||AMS,KL,601,24-3-2024,AMS,LAX,180933,182662,132984,"297,011,838",25-3-2024 06:29:00,781,PHBKM,FALSE,220,68081,62513
2024-03-24|KL|0605||AMS,KL,605,24-3-2024,AMS,SFO,176552,177908,133158,"27,531,571",25-3-2024 06:29:00,781,PHBKK,FALSE,10,63495,57688
2024-03-24|KL|0661||AMS,KL,661,24-3-2024,AMS,IAH,197057,197352,147905,"260,808,886",25-3-2024 06:29:00,772,PHBQA,FALSE,200,86261,77399
2024-03-24|KL|0835||AMS,KL,835,24-3-2024,AMS,SIN,220597,220407,172185,"284,973,252",25-3-2024 06:29:00,77W,PHBVA,FALSE,200,111172,101512
2024-03-24|KL|0855||AMS,KL,855,24-3-2024,AMS,ICN,185740,185636,148788,"216,863,341",25-3-2024 06:29:00,772,PHBQM,FALSE,200,83628,78108
2024-03-24|KL|0871||AMS,KL,871,24-3-2024,AMS,DEL,173876,174065,132325,"301,474,716",25-3-2024 06:29:00,781,PHBKA,FALSE,200,50614,42971
2024-03-24|KL|0879||AMS,KL,879,24-3-2024,AMS,BLR,174404,175582,127390,"274,202,427",25-3-2024 06:29:00,789,PHBHE,FALSE,200,55425,49206
2024-03-25|KL|0601||AMS,KL,601,25-3-2024,AMS,LAX,180875,181613,133359,"273,372,555",26-3-2024 06:33:00,781,PHBKI,FALSE,50,67000,61456
2024-03-25|KL|0661||AMS,KL,661,25-3-2024,AMS,IAH,191197,191081,148675,"218,470,262",26-3-2024 06:33:00,772,PHBQG,FALSE,300,85899,77590
2024-03-25|KL|0835||AMS,KL,835,25-3-2024,AMS,SIN,231615,231211,172764,"224,823,808",26-3-2024 06:33:00,77W,PHBVI,FALSE,200,113083,103137
2024-03-25|KL|0855||AMS,KL,855,25-3-2024,AMS,ICN,189606,190926,148791,"281,937,068",26-3-2024 06:33:00,772,PHBQO,FALSE,200,84653,79055
2024-03-25|KL|0871||AMS,KL,871,25-3-2024,AMS,DEL,215850,218798,171273,"249,802,194",26-3-2024 06:33:00,77W,PHBVF,FALSE,20,71036,58164
2024-03-25|KL|0879||AMS,KL,879,25-3-2024,AMS,BLR,157704,158264,127334,"261,906,335",26-3-2024 06:33:00,789,PHBHE,FALSE,10,48147,42857
2024-03-26|KL|0601||AMS,KL,601,26-3-2024,AMS,LAX,180031,180921,132817,"302,124,635",27-3-2024 06:28:00,781,PHBKA,FALSE,10,67138,61548
2024-03-26|KL|0605||AMS,KL,605,26-3-2024,AMS,SFO,174218,174224,133215,"327,457,554",27-3-2024 06:28:00,781,PHBKK,FALSE,10,62414,56697
2024-03-26|KL|0661||AMS,KL,661,26-3-2024,AMS,IAH,188714,189326,147862,"223,877,408",27-3-2024 06:28:00,772,PHBQA,FALSE,200,85432,76633
2024-03-26|KL|0835||AMS,KL,835,26-3-2024,AMS,SIN,221852,222680,172156,"290,992,598",27-3-2024 06:28:00,77W,PHBVR,FALSE,100,109637,99956
2024-03-26|KL|0871||AMS,KL,871,26-3-2024,AMS,DEL,216441,217542,171357,"327,850,455",27-3-2024 06:28:00,77W,PHBVG,FALSE,20,68450,58162
2024-03-27|KL|0601||AMS,KL,601,27-3-2024,AMS,LAX,174634,175649,133059,"286,951,608",28-3-2024 06:27:00,781,PHBKM,FALSE,10,64224,58840
2024-03-27|KL|0661||AMS,KL,661,27-3-2024,AMS,IAH,187042,187775,147895,"249,462,109",28-3-2024 06:27:00,772,PHBQK,FALSE,50,76938,68718
2024-03-27|KL|0835||AMS,KL,835,27-3-2024,AMS,SIN,232630,231368,172844,"264,121,043",28-3-2024 06:27:00,77W,PHBVC,FALSE,200,117882,107834
2024-03-27|KL|0855||AMS,KL,855,27-3-2024,AMS,ICN,195664,196353,148488,"292,930,712",28-3-2024 06:27:00,772,PHBQG,FALSE,200,88498,82798
2024-03-27|KL|0871||AMS,KL,871,27-3-2024,AMS,DEL,218132,219256,171329,"313,608,348",28-3-2024 06:27:00,77W,PHBVG,FALSE,20,70551,60215
2024-03-27|KL|0879||AMS,KL,879,27-3-2024,AMS,BLR,185456,186056,147355,"282,642,028",28-3-2024 06:27:00,772,PHBQA,FALSE,200,68134,60549
2024-03-28|KL|0601||AMS,KL,601,28-3-2024,AMS,LAX,178953,179078,133377,"210,539,235",29-3-2024 06:28:00,781,PHBKI,FALSE,220,69015,62783
2024-03-28|KL|0605||AMS,KL,605,28-3-2024,AMS,SFO,171796,172743,132597,"311,155,358",29-3-2024 06:28:00,781,PHBKC,FALSE,10,64388,58598
2024-03-28|KL|0661||AMS,KL,661,28-3-2024,AMS,IAH,191619,192641,148063,"270,844,875",29-3-2024 06:28:00,772,PHBQI,FALSE,20,76104,67670
2024-03-28|KL|0835||AMS,KL,835,28-3-2024,AMS,SIN,230563,232467,173075,"264,197,115",29-3-2024 06:28:00,77W,PHBVB,FALSE,200,113861,104007
2024-03-28|KL|0855||AMS,KL,855,28-3-2024,AMS,ICN,193718,193934,148778,"301,362,807",29-3-2024 06:28:00,772,PHBQH,FALSE,50,84331,77650
2024-03-28|KL|0871||AMS,KL,871,28-3-2024,AMS,DEL,223754,223649,170971,"302,097,827",29-3-2024 06:28:00,77W,PHBVN,FALSE,200,73197,62722
2024-03-29|KL|0601||AMS,KL,601,29-3-2024,AMS,LAX,172538,172679,132825,"28,331,229",30-3-2024 06:27:00,781,PHBKM,FALSE,100,65058,59678
2024-03-29|KL|0605||AMS,KL,605,29-3-2024,AMS,SFO,171651,171797,132647,"311,875,642",30-3-2024 06:27:00,781,PHBKG,FALSE,100,65488,59697
2024-03-29|KL|0661||AMS,KL,661,29-3-2024,AMS,IAH,189635,190481,148274,"239,897,738",30-3-2024 06:27:00,772,PHBQE,FALSE,20,77179,68698
2024-03-29|KL|0835||AMS,KL,835,29-3-2024,AMS,SIN,222520,223209,172800,"308,608,184",30-3-2024 06:27:00,77W,PHBVI,FALSE,100,106782,97369
2024-03-29|KL|0855||AMS,KL,855,29-3-2024,AMS,ICN,190028,190642,148411,"287,429,316",30-3-2024 06:27:00,772,PHBQG,FALSE,50,81803,76289
2024-03-29|KL|0871||AMS,KL,871,29-3-2024,AMS,DEL,220588,221420,169597,"304,184,382",30-3-2024 06:27:00,77W,PHBVU,FALSE,20,70309,59045
2024-03-29|KL|0879||AMS,KL,879,29-3-2024,AMS,BLR,192731,193446,147479,"202,184,323",30-3-2024 06:27:00,772,PHBQA,FALSE,20,66004,58022
2024-03-30|KL|0601||AMS,KL,601,30-3-2024,AMS,LAX,174949,175932,132605,"250,873,238",31-3-2024 06:27:00,781,PHBKF,FALSE,220,68159,62637
2024-03-30|KL|0605||AMS,KL,605,30-3-2024,AMS,SFO,172297,173652,133106,"335,358,462",31-3-2024 06:27:00,781,PHBKL,FALSE,10,64327,58533
2024-03-30|KL|0661||AMS,KL,661,30-3-2024,AMS,IAH,192673,194046,148201,"22,144,101",31-3-2024 06:27:00,772,PHBQL,FALSE,50,77872,69391
2024-03-30|KL|0835||AMS,KL,835,30-3-2024,AMS,SIN,234291,234918,172286,"270,046,809",31-3-2024 06:27:00,77W,PHBVG,FALSE,100,113011,103120
2024-03-30|KL|0855||AMS,KL,855,30-3-2024,AMS,ICN,198009,197860,148125,"271,132,833",31-3-2024 06:27:00,772,PHBQC,FALSE,200,88489,82753
2024-03-30|KL|0871||AMS,KL,871,30-3-2024,AMS,DEL,215977,216907,171475,"337,618,825",31-3-2024 06:27:00,77W,PHBVA,FALSE,200,70383,60267
2024-03-31|KL|0601||AMS,KL,601,31-3-2024,AMS,LAX,180665,182354,133201,"318,461,836",1/4/2024 6:29,781,PHBKK,FALSE,220,67701,62148
2024-03-31|KL|0603||AMS,KL,603,31-3-2024,AMS,LAX,227633,228113,172520,"3,409,889",1/4/2024 6:29,77W,PHBVK,FALSE,200,92269,85271
2024-03-31|KL|0605||AMS,KL,605,31-3-2024,AMS,SFO,174866,175357,132725,"337,393,998",1/4/2024 6:29,781,PHBKA,FALSE,10,62585,56778
2024-03-31|KL|0661||AMS,KL,661,31-3-2024,AMS,IAH,161586,161987,127267,"283,318,322",1/4/2024 6:29,333,PHAKA,FALSE,100,68797,62005
2024-03-31|KL|0835||AMS,KL,835,31-3-2024,AMS,SIN,227691,229518,172125,"259,675,284",1/4/2024 6:29,77W,PHBVP,FALSE,20,110978,101253
2024-03-31|KL|0855||AMS,KL,855,31-3-2024,AMS,ICN,192705,192854,148238,"250,654,993",1/4/2024 6:29,772,PHBQK,FALSE,200,87886,82247
2024-03-31|KL|0871||AMS,KL,871,31-3-2024,AMS,DEL,174283,174310,132704,"301,722,919",1/4/2024 6:29,781,PHBKH,FALSE,220,51815,44125
2024-03-31|KL|0879||AMS,KL,879,31-3-2024,AMS,BLR,204738,205920,170919,"321,376,722",1/4/2024 6:29,77W,PHBVN,FALSE,20,71951,64586
2024-04-01|KL|0601||AMS,KL,601,1/4/2024,AMS,LAX,178275,179595,133402,"299,572,048",2/4/2024 6:29,781,PHBKI,FALSE,10,62371,57008
2024-04-01|KL|0603||AMS,KL,603,1/4/2024,AMS,LAX,172908,174108,133384,"256,962,887",2/4/2024 6:29,781,PHBKK,FALSE,10,60721,55490
2024-04-01|KL|0605||AMS,KL,605,1/4/2024,AMS,SFO,170278,170720,132386,"194,650,463",2/4/2024 6:29,781,PHBKD,FALSE,10,61870,56045
2024-04-01|KL|0661||AMS,KL,661,1/4/2024,AMS,IAH,161294,162524,127086,"255,805,411",2/4/2024 6:29,333,PHAKA,FALSE,50,68538,61234
2024-04-01|KL|0835||AMS,KL,835,1/4/2024,AMS,SIN,220437,220366,172446,"341,104,674",2/4/2024 6:29,77W,PHBVC,FALSE,20,111976,101258
2024-04-01|KL|0855||AMS,KL,855,1/4/2024,AMS,ICN,218226,218915,170537,"320,678,055",2/4/2024 6:29,77W,PHBVU,FALSE,200,100107,94167
2024-04-01|KL|0871||AMS,KL,871,1/4/2024,AMS,DEL,213685,214895,171028,"331,620,446",2/4/2024 6:29,77W,PHBVR,FALSE,300,72725,62477
